Date,Product_code,Quantity,Total_Sale
2023-06-01,D1003,2.0,20.0
2023-06-02,A1001,1.0,167.0
2023-06-02,A1002,2.0,200.0
2023-06-02,A1004,3.0,349.0
2023-06-02,A1034,3.0,923.0
2023-06-02,B1002,9.0,180.0
2023-06-02,B1003,15.0,225.0
2023-06-02,D1003,7.0,70.0
2023-06-03,A1001,1.0,167.0
2023-06-03,A1002,3.0,272.0
2023-06-03,A1004,3.0,349.0
2023-06-03,A1034,3.0,923.0
2023-06-03,B1002,10.0,209.0
2023-06-03,B1003,18.0,275.0
2023-06-03,D1003,8.0,75.0
2023-06-04,A1001,1.0,167.0
2023-06-04,A1002,3.0,272.0
2023-06-04,A1004,3.0,349.0
2023-06-04,A1034,3.0,923.0
2023-06-04,B1002,10.0,209.0
2023-06-04,B1003,18.0,275.0
2023-06-04,D1003,8.0,75.0
2023-06-05,A1001,1.0,167.0
2023-06-05,A1002,6.0,600.0
2023-06-05,A1004,2.0,278.0
2023-06-05,A1034,4.0,1400.0
2023-06-05,B1002,19.0,380.0
2023-06-05,B1003,24.0,360.0
2023-06-05,D1003,5.0,50.0
2023-06-06,A1001,1.0,150.0
2023-06-06,A1002,4.0,400.0
2023-06-06,A1004,4.0,556.0
2023-06-06,A1034,3.0,1050.0
2023-06-06,B1002,9.0,180.0
2023-06-06,B1003,23.0,345.0
2023-06-06,D1003,11.0,110.0
2023-06-07,A1001,1.0,150.0
2023-06-07,A1002,5.0,500.0
2023-06-07,A1004,1.0,139.0
2023-06-07,A1034,6.0,2100.0
2023-06-07,B1002,11.0,220.0
2023-06-07,B1003,19.0,285.0
2023-06-07,D1003,7.0,70.0
2023-06-08,A1001,2.0,300.0
2023-06-08,A1002,2.0,200.0
2023-06-08,A1004,3.0,417.0
2023-06-08,A1034,3.0,1050.0
2023-06-08,B1002,7.0,140.0
2023-06-08,B1003,16.0,240.0
2023-06-08,D1003,8.0,80.0
2023-06-09,A1001,1.0,167.0
2023-06-09,A1002,1.0,100.0
2023-06-09,A1004,1.0,139.0
2023-06-09,A1034,3.0,1050.0
2023-06-09,B1002,8.0,160.0
2023-06-09,B1003,21.0,315.0
2023-06-09,D1003,8.0,80.0
2023-06-10,A1001,1.0,167.0
2023-06-10,A1002,3.0,272.0
2023-06-10,A1004,1.0,139.0
2023-06-10,A1034,1.0,350.0
2023-06-10,B1002,4.0,80.0
2023-06-10,B1003,13.0,195.0
2023-06-10,D1003,6.0,60.0
2023-06-11,A1001,1.0,167.0
2023-06-11,A1002,3.0,272.0
2023-06-11,A1004,3.0,349.0
2023-06-11,A1034,3.0,923.0
2023-06-11,B1002,10.0,209.0
2023-06-11,B1003,18.0,275.0
2023-06-11,D1003,8.0,75.0
2023-06-12,A1001,3.0,450.0
2023-06-12,A1002,7.0,700.0
2023-06-12,A1004,2.0,278.0
2023-06-12,A1034,5.0,1750.0
2023-06-12,B1002,21.0,420.0
2023-06-12,B1003,34.0,510.0
2023-06-12,D1003,17.0,170.0
2023-06-13,A1001,3.0,450.0
2023-06-13,A1002,5.0,500.0
2023-06-13,A1004,4.0,556.0
2023-06-13,A1034,3.0,1050.0
2023-06-13,B1002,15.0,300.0
2023-06-13,B1003,31.0,465.0
2023-06-13,D1003,9.0,90.0
2023-06-14,A1001,6.0,900.0
2023-06-14,A1002,3.0,272.0
2023-06-14,A1004,10.0,1390.0
2023-06-14,A1034,3.0,1050.0
2023-06-14,B1002,16.0,320.0
2023-06-14,B1003,43.0,645.0
2023-06-14,D1003,11.0,110.0
2023-06-15,A1001,2.0,300.0
2023-06-15,A1002,5.0,500.0
2023-06-15,A1004,3.0,417.0
2023-06-15,A1034,2.0,700.0
2023-06-15,B1002,12.0,240.0
2023-06-15,B1003,24.0,360.0
2023-06-15,D1003,9.0,90.0
2023-06-16,A1001,1.0,167.0
2023-06-16,A1002,3.0,272.0
2023-06-16,A1004,3.0,349.0
2023-06-16,A1034,3.0,923.0
2023-06-16,B1002,10.0,209.0
2023-06-16,B1003,18.0,275.0
2023-06-16,D1003,8.0,75.0
2023-06-17,A1001,1.0,167.0
2023-06-17,A1002,3.0,272.0
2023-06-17,A1004,3.0,349.0
2023-06-17,A1034,3.0,923.0
2023-06-17,B1002,10.0,209.0
2023-06-17,B1003,18.0,275.0
2023-06-17,D1003,8.0,75.0
2023-06-18,A1001,1.0,167.0
2023-06-18,A1002,3.0,272.0
2023-06-18,A1004,3.0,349.0
2023-06-18,A1034,3.0,923.0
2023-06-18,B1002,10.0,209.0
2023-06-18,B1003,18.0,275.0
2023-06-18,D1003,8.0,75.0
2023-06-19,A1001,3.0,450.0
2023-06-19,A1002,7.0,700.0
2023-06-19,A1004,5.0,695.0
2023-06-19,A1034,6.0,2100.0
2023-06-19,B1002,13.0,260.0
2023-06-19,B1003,20.0,300.0
2023-06-19,D1003,8.0,75.0
2023-06-20,A1001,2.0,300.0
2023-06-20,A1002,3.0,272.0
2023-06-20,A1004,5.0,695.0
2023-06-20,A1034,2.0,700.0
2023-06-20,B1002,5.0,100.0
2023-06-20,B1003,18.0,270.0
2023-06-20,D1003,11.0,110.0
2023-06-21,A1001,2.0,300.0
2023-06-21,A1002,4.0,400.0
2023-06-21,A1004,4.0,556.0
2023-06-21,A1034,1.0,350.0
2023-06-21,B1002,7.0,140.0
2023-06-21,B1003,19.0,285.0
2023-06-21,D1003,11.0,110.0
2023-06-22,A1001,1.0,150.0
2023-06-22,A1002,3.0,272.0
2023-06-22,A1004,4.0,556.0
2023-06-22,A1034,3.0,1050.0
2023-06-22,B1002,10.0,200.0
2023-06-22,B1003,18.0,270.0
2023-06-22,D1003,10.0,100.0
2023-06-23,A1001,1.0,167.0
2023-06-23,A1002,3.0,300.0
2023-06-23,A1004,2.0,278.0
2023-06-23,A1034,2.0,700.0
2023-06-23,B1002,14.0,280.0
2023-06-23,B1003,18.0,270.0
2023-06-23,D1003,8.0,80.0
2023-06-24,A1001,1.0,167.0
2023-06-24,A1002,3.0,272.0
2023-06-24,A1004,3.0,349.0
2023-06-24,A1034,3.0,923.0
2023-06-24,B1002,10.0,209.0
2023-06-24,B1003,18.0,275.0
2023-06-24,D1003,8.0,75.0
2023-06-25,A1001,1.0,167.0
2023-06-25,A1002,3.0,272.0
2023-06-25,A1004,3.0,349.0
2023-06-25,A1034,3.0,923.0
2023-06-25,B1002,10.0,209.0
2023-06-25,B1003,18.0,275.0
2023-06-25,D1003,8.0,75.0
2023-06-26,A1001,2.0,300.0
2023-06-26,A1002,3.0,300.0
2023-06-26,A1004,1.0,139.0
2023-06-26,A1034,4.0,1400.0
2023-06-26,B1002,14.0,280.0
2023-06-26,B1003,21.0,315.0
2023-06-26,D1003,6.0,60.0
2023-06-27,A1001,2.0,300.0
2023-06-27,A1002,3.0,272.0
2023-06-27,A1004,5.0,695.0
2023-06-27,A1034,2.0,700.0
2023-06-27,B1002,5.0,100.0
2023-06-27,B1003,18.0,270.0
2023-06-27,D1003,11.0,110.0
2023-06-28,A1001,1.0,167.0
2023-06-28,A1002,4.0,400.0
2023-06-28,A1004,3.0,417.0
2023-06-28,A1034,3.0,1050.0
2023-06-28,B1002,11.0,220.0
2023-06-28,B1003,19.0,285.0
2023-06-28,D1003,12.0,120.0
2023-06-29,A1001,1.0,167.0
2023-06-29,A1002,3.0,300.0
2023-06-29,A1004,3.0,417.0
2023-06-29,A1034,4.0,1400.0
2023-06-29,B1002,10.0,200.0
2023-06-29,B1003,22.0,330.0
2023-06-29,D1003,6.0,60.0
2023-06-30,A1001,1.0,167.0
2023-06-30,A1002,4.0,400.0
2023-06-30,A1004,2.0,278.0
2023-06-30,A1034,3.0,923.0
2023-06-30,B1002,15.0,300.0
2023-06-30,B1003,24.0,360.0
2023-06-30,D1003,9.0,90.0
2023-07-01,A1001,1.0,167.0
2023-07-01,A1002,4.0,400.0
2023-07-01,A1004,2.0,278.0
2023-07-01,A1034,2.0,700.0
2023-07-01,B1002,10.0,200.0
2023-07-01,B1003,17.0,255.0
2023-07-01,D1003,8.0,80.0
2023-07-02,A1001,1.0,167.0
2023-07-02,A1002,3.0,272.0
2023-07-02,A1004,3.0,349.0
2023-07-02,A1034,3.0,923.0
2023-07-02,B1002,10.0,209.0
2023-07-02,B1003,18.0,275.0
2023-07-02,D1003,8.0,75.0
2023-07-03,A1001,1.0,167.0
2023-07-03,A1002,4.0,400.0
2023-07-03,A1004,3.0,349.0
2023-07-03,A1034,2.0,700.0
2023-07-03,B1002,15.0,300.0
2023-07-03,B1003,25.0,375.0
2023-07-03,D1003,3.0,30.0
2023-07-04,A1001,1.0,150.0
2023-07-04,A1002,4.0,400.0
2023-07-04,A1004,4.0,556.0
2023-07-04,A1034,3.0,1050.0
2023-07-04,B1002,9.0,180.0
2023-07-04,B1003,23.0,345.0
2023-07-04,D1003,11.0,110.0
2023-07-05,A1001,4.0,600.0
2023-07-05,A1002,3.0,272.0
2023-07-05,A1004,10.0,1390.0
2023-07-05,A1034,4.0,1400.0
2023-07-05,B1002,16.0,320.0
2023-07-05,B1003,28.0,420.0
2023-07-05,D1003,12.0,120.0
2023-07-06,A1001,2.0,300.0
2023-07-06,A1002,4.0,400.0
2023-07-06,A1004,6.0,834.0
2023-07-06,A1034,4.0,1400.0
2023-07-06,B1002,12.0,240.0
2023-07-06,B1003,24.0,360.0
2023-07-06,D1003,11.0,110.0
2023-07-07,A1001,1.0,150.0
2023-07-07,A1002,3.0,272.0
2023-07-07,A1004,4.0,556.0
2023-07-07,A1034,4.0,1400.0
2023-07-07,B1002,11.0,220.0
2023-07-07,B1003,22.0,330.0
2023-07-07,D1003,12.0,120.0
2023-07-08,A1001,1.0,167.0
2023-07-08,A1002,3.0,272.0
2023-07-08,A1004,3.0,349.0
2023-07-08,A1034,3.0,923.0
2023-07-08,B1002,10.0,209.0
2023-07-08,B1003,18.0,275.0
2023-07-08,D1003,8.0,75.0
2023-07-09,A1001,1.0,167.0
2023-07-09,A1002,3.0,272.0
2023-07-09,A1004,3.0,349.0
2023-07-09,A1034,3.0,923.0
2023-07-09,B1002,10.0,209.0
2023-07-09,B1003,18.0,275.0
2023-07-09,D1003,8.0,75.0
2023-07-10,A1001,1.0,167.0
2023-07-10,A1002,5.0,500.0
2023-07-10,A1004,4.0,556.0
2023-07-10,A1034,4.0,1400.0
2023-07-10,B1002,15.0,300.0
2023-07-10,B1003,28.0,420.0
2023-07-10,D1003,3.0,30.0
2023-07-11,A1001,1.0,150.0
2023-07-11,A1002,5.0,500.0
2023-07-11,A1004,1.0,139.0
2023-07-11,A1034,6.0,2100.0
2023-07-11,B1002,11.0,220.0
2023-07-11,B1003,19.0,285.0
2023-07-11,D1003,7.0,70.0
2023-07-12,A1001,1.0,167.0
2023-07-12,A1002,3.0,272.0
2023-07-12,A1004,3.0,417.0
2023-07-12,A1034,2.0,700.0
2023-07-12,B1002,14.0,280.0
2023-07-12,B1003,20.0,300.0
2023-07-12,D1003,8.0,80.0
2023-07-13,A1001,1.0,150.0
2023-07-13,A1002,4.0,400.0
2023-07-13,A1004,2.0,278.0
2023-07-13,A1034,3.0,923.0
2023-07-13,B1002,9.0,180.0
2023-07-13,B1003,18.0,270.0
2023-07-13,D1003,12.0,120.0
2023-07-14,A1001,1.0,150.0
2023-07-14,A1002,3.0,300.0
2023-07-14,A1004,1.0,139.0
2023-07-14,A1034,3.0,923.0
2023-07-14,B1002,6.0,120.0
2023-07-14,B1003,17.0,255.0
2023-07-14,D1003,11.0,110.0
2023-07-15,A1001,1.0,167.0
2023-07-15,A1002,3.0,272.0
2023-07-15,A1004,3.0,349.0
2023-07-15,A1034,3.0,923.0
2023-07-15,B1002,10.0,209.0
2023-07-15,B1003,18.0,275.0
2023-07-15,D1003,8.0,75.0
2023-07-16,A1001,1.0,167.0
2023-07-16,A1002,3.0,272.0
2023-07-16,A1004,3.0,349.0
2023-07-16,A1034,3.0,923.0
2023-07-16,B1002,10.0,209.0
2023-07-16,B1003,18.0,275.0
2023-07-16,D1003,8.0,75.0
2023-07-17,A1001,1.0,150.0
2023-07-17,A1002,4.0,400.0
2023-07-17,A1004,3.0,417.0
2023-07-17,A1034,7.0,2450.0
2023-07-17,B1002,17.0,340.0
2023-07-17,B1003,26.0,390.0
2023-07-17,D1003,8.0,75.0
2023-07-18,A1001,1.0,150.0
2023-07-18,A1002,4.0,400.0
2023-07-18,A1004,7.0,973.0
2023-07-18,A1034,1.0,350.0
2023-07-18,B1002,7.0,140.0
2023-07-18,B1003,19.0,285.0
2023-07-18,D1003,11.0,110.0
2023-07-19,A1001,1.0,167.0
2023-07-19,A1002,3.0,300.0
2023-07-19,A1004,3.0,349.0
2023-07-19,A1034,2.0,700.0
2023-07-19,B1002,14.0,280.0
2023-07-19,B1003,20.0,300.0
2023-07-19,D1003,10.0,100.0
2023-07-20,A1001,2.0,300.0
2023-07-20,A1002,3.0,272.0
2023-07-20,A1004,5.0,695.0
2023-07-20,A1034,2.0,700.0
2023-07-20,B1002,5.0,100.0
2023-07-20,B1003,18.0,270.0
2023-07-20,D1003,11.0,110.0
2023-07-21,A1001,1.0,167.0
2023-07-21,A1002,5.0,500.0
2023-07-21,A1004,1.0,139.0
2023-07-21,A1034,1.0,350.0
2023-07-21,B1002,5.0,100.0
2023-07-21,B1003,13.0,195.0
2023-07-21,D1003,6.0,60.0
2023-07-22,A1001,1.0,167.0
2023-07-22,A1002,3.0,272.0
2023-07-22,A1004,3.0,349.0
2023-07-22,A1034,3.0,923.0
2023-07-22,B1002,10.0,209.0
2023-07-22,B1003,18.0,275.0
2023-07-22,D1003,8.0,75.0
2023-07-23,A1001,1.0,167.0
2023-07-23,A1002,3.0,272.0
2023-07-23,A1004,3.0,349.0
2023-07-23,A1034,3.0,923.0
2023-07-23,B1002,10.0,209.0
2023-07-23,B1003,18.0,275.0
2023-07-23,D1003,8.0,75.0
2023-07-24,A1001,1.0,150.0
2023-07-24,A1002,3.0,272.0
2023-07-24,A1004,3.0,417.0
2023-07-24,A1034,5.0,1750.0
2023-07-24,B1002,12.0,240.0
2023-07-24,B1003,18.0,270.0
2023-07-24,D1003,6.0,60.0
2023-07-25,A1001,2.0,300.0
2023-07-25,A1002,3.0,272.0
2023-07-25,A1004,3.0,417.0
2023-07-25,A1034,5.0,1750.0
2023-07-25,B1002,19.0,380.0
2023-07-25,B1003,28.0,420.0
2023-07-25,D1003,13.0,130.0
2023-07-26,A1001,1.0,167.0
2023-07-26,A1002,4.0,400.0
2023-07-26,A1004,2.0,278.0
2023-07-26,A1034,3.0,923.0
2023-07-26,B1002,12.0,240.0
2023-07-26,B1003,19.0,285.0
2023-07-26,D1003,8.0,80.0
2023-07-27,A1001,3.0,450.0
2023-07-27,A1002,3.0,300.0
2023-07-27,A1004,5.0,695.0
2023-07-27,A1034,2.0,700.0
2023-07-27,B1002,7.0,140.0
2023-07-27,B1003,18.0,270.0
2023-07-27,D1003,3.0,30.0
2023-07-28,A1001,2.0,300.0
2023-07-28,A1002,5.0,500.0
2023-07-28,A1004,3.0,417.0
2023-07-28,A1034,4.0,1400.0
2023-07-28,B1002,12.0,240.0
2023-07-28,B1003,22.0,330.0
2023-07-28,D1003,9.0,90.0
2023-07-29,A1001,1.0,167.0
2023-07-29,A1002,2.0,200.0
2023-07-29,A1004,2.0,278.0
2023-07-29,A1034,1.0,350.0
2023-07-29,B1002,12.0,240.0
2023-07-29,B1003,22.0,330.0
2023-07-29,D1003,12.0,120.0
2023-07-30,A1001,1.0,167.0
2023-07-30,A1002,3.0,272.0
2023-07-30,A1004,3.0,349.0
2023-07-30,A1034,3.0,923.0
2023-07-30,B1002,10.0,209.0
2023-07-30,B1003,18.0,275.0
2023-07-30,D1003,8.0,75.0
2023-07-31,A1001,1.0,167.0
2023-07-31,A1002,5.0,500.0
2023-07-31,A1004,1.0,139.0
2023-07-31,A1034,3.0,1050.0
2023-07-31,B1002,16.0,320.0
2023-07-31,B1003,22.0,330.0
2023-07-31,D1003,7.0,70.0
2023-08-01,A1001,1.0,150.0
2023-08-01,A1002,5.0,500.0
2023-08-01,A1004,7.0,973.0
2023-08-01,A1034,6.0,2100.0
2023-08-01,B1002,18.0,360.0
2023-08-01,B1003,31.0,465.0
2023-08-01,D1003,12.0,120.0
2023-08-02,A1001,1.0,167.0
2023-08-02,A1002,5.0,500.0
2023-08-02,A1004,2.0,278.0
2023-08-02,A1034,4.0,1400.0
2023-08-02,B1002,14.0,280.0
2023-08-02,B1003,26.0,390.0
2023-08-02,D1003,10.0,100.0
2023-08-03,A1001,1.0,150.0
2023-08-03,A1002,4.0,400.0
2023-08-03,A1004,4.0,556.0
2023-08-03,A1034,3.0,1050.0
2023-08-03,B1002,9.0,180.0
2023-08-03,B1003,23.0,345.0
2023-08-03,D1003,11.0,110.0
2023-08-04,A1001,2.0,300.0
2023-08-04,A1002,3.0,300.0
2023-08-04,A1004,2.0,278.0
2023-08-04,A1034,2.0,700.0
2023-08-04,B1002,12.0,240.0
2023-08-04,B1003,20.0,300.0
2023-08-04,D1003,6.0,60.0
2023-08-05,A1001,2.0,300.0
2023-08-05,A1002,5.0,500.0
2023-08-05,A1004,6.0,834.0
2023-08-05,A1034,4.0,1400.0
2023-08-05,B1002,10.0,200.0
2023-08-05,B1003,24.0,360.0
2023-08-05,D1003,11.0,110.0
2023-08-06,A1001,1.0,167.0
2023-08-06,A1002,3.0,272.0
2023-08-06,A1004,3.0,349.0
2023-08-06,A1034,3.0,923.0
2023-08-06,B1002,10.0,209.0
2023-08-06,B1003,18.0,275.0
2023-08-06,D1003,8.0,75.0
2023-08-07,A1001,1.0,167.0
2023-08-07,A1002,3.0,300.0
2023-08-07,A1004,3.0,417.0
2023-08-07,A1034,3.0,1050.0
2023-08-07,B1002,13.0,260.0
2023-08-07,B1003,18.0,270.0
2023-08-07,D1003,10.0,100.0
2023-08-08,A1001,2.0,300.0
2023-08-08,A1002,3.0,272.0
2023-08-08,A1004,5.0,695.0
2023-08-08,A1034,2.0,700.0
2023-08-08,B1002,11.0,220.0
2023-08-08,B1003,19.0,285.0
2023-08-08,D1003,6.0,60.0
2023-08-09,A1001,1.0,167.0
2023-08-09,A1002,2.0,200.0
2023-08-09,A1004,3.0,349.0
2023-08-09,A1034,1.0,350.0
2023-08-09,B1002,4.0,80.0
2023-08-09,B1003,9.0,135.0
2023-08-09,D1003,6.0,60.0
2023-08-10,A1001,1.0,167.0
2023-08-10,A1002,3.0,300.0
2023-08-10,A1004,2.0,278.0
2023-08-10,A1034,3.0,1050.0
2023-08-10,B1002,16.0,320.0
2023-08-10,B1003,24.0,360.0
2023-08-10,D1003,4.0,40.0
2023-08-11,A1001,1.0,150.0
2023-08-11,A1002,4.0,400.0
2023-08-11,A1004,4.0,556.0
2023-08-11,A1034,1.0,350.0
2023-08-11,B1002,8.0,160.0
2023-08-11,B1003,15.0,225.0
2023-08-11,D1003,11.0,110.0
2023-08-12,A1001,1.0,167.0
2023-08-12,A1002,3.0,272.0
2023-08-12,A1004,3.0,349.0
2023-08-12,A1034,3.0,923.0
2023-08-12,B1002,10.0,209.0
2023-08-12,B1003,18.0,275.0
2023-08-12,D1003,8.0,75.0
2023-08-13,A1001,1.0,167.0
2023-08-13,A1002,3.0,272.0
2023-08-13,A1004,3.0,349.0
2023-08-13,A1034,3.0,923.0
2023-08-13,B1002,10.0,209.0
2023-08-13,B1003,18.0,275.0
2023-08-13,D1003,8.0,75.0
2023-08-14,A1001,2.0,300.0
2023-08-14,A1002,3.0,272.0
2023-08-14,A1004,2.0,278.0
2023-08-14,A1034,4.0,1400.0
2023-08-14,B1002,8.0,160.0
2023-08-14,B1003,15.0,225.0
2023-08-14,D1003,8.0,80.0
2023-08-15,A1001,1.0,150.0
2023-08-15,A1002,5.0,500.0
2023-08-15,A1004,7.0,973.0
2023-08-15,A1034,6.0,2100.0
2023-08-15,B1002,10.0,200.0
2023-08-15,B1003,24.0,360.0
2023-08-15,D1003,12.0,120.0
2023-08-16,A1001,1.0,167.0
2023-08-16,A1002,5.0,500.0
2023-08-16,A1004,1.0,139.0
2023-08-16,A1034,1.0,350.0
2023-08-16,B1002,5.0,100.0
2023-08-16,B1003,13.0,195.0
2023-08-16,D1003,6.0,60.0
2023-08-17,A1001,4.0,600.0
2023-08-17,A1002,6.0,600.0
2023-08-17,A1004,3.0,417.0
2023-08-17,A1034,3.0,923.0
2023-08-17,B1002,14.0,280.0
2023-08-17,B1003,23.0,345.0
2023-08-17,D1003,11.0,110.0
2023-08-18,A1001,1.0,150.0
2023-08-18,A1002,6.0,600.0
2023-08-18,A1004,5.0,695.0
2023-08-18,A1034,3.0,923.0
2023-08-18,B1002,12.0,240.0
2023-08-18,B1003,23.0,345.0
2023-08-18,D1003,11.0,110.0
2023-08-19,A1001,1.0,167.0
2023-08-19,A1002,3.0,272.0
2023-08-19,A1004,1.0,139.0
2023-08-19,A1034,1.0,350.0
2023-08-19,B1002,5.0,100.0
2023-08-19,B1003,13.0,195.0
2023-08-19,D1003,7.0,70.0
2023-08-20,A1001,1.0,167.0
2023-08-20,A1002,3.0,272.0
2023-08-20,A1004,3.0,349.0
2023-08-20,A1034,3.0,923.0
2023-08-20,B1002,10.0,209.0
2023-08-20,B1003,18.0,275.0
2023-08-20,D1003,8.0,75.0
2023-08-21,A1001,1.0,150.0
2023-08-21,A1002,5.0,500.0
2023-08-21,A1004,6.0,834.0
2023-08-21,A1034,4.0,1400.0
2023-08-21,B1002,12.0,240.0
2023-08-21,B1003,24.0,360.0
2023-08-21,D1003,11.0,110.0
2023-08-22,A1001,1.0,150.0
2023-08-22,A1002,3.0,272.0
2023-08-22,A1004,3.0,417.0
2023-08-22,A1034,5.0,1750.0
2023-08-22,B1002,15.0,300.0
2023-08-22,B1003,27.0,405.0
2023-08-22,D1003,9.0,90.0
2023-08-23,A1001,1.0,150.0
2023-08-23,A1002,5.0,500.0
2023-08-23,A1004,1.0,139.0
2023-08-23,A1034,6.0,2100.0
2023-08-23,B1002,8.0,160.0
2023-08-23,B1003,12.0,180.0
2023-08-23,D1003,7.0,70.0
2023-08-24,A1001,1.0,150.0
2023-08-24,A1002,4.0,400.0
2023-08-24,A1004,3.0,417.0
2023-08-24,A1034,3.0,1050.0
2023-08-24,B1002,11.0,220.0
2023-08-24,B1003,23.0,345.0
2023-08-24,D1003,13.0,130.0
2023-08-25,A1001,3.0,450.0
2023-08-25,A1002,3.0,300.0
2023-08-25,A1004,2.0,278.0
2023-08-25,A1034,4.0,1400.0
2023-08-25,B1002,13.0,260.0
2023-08-25,B1003,22.0,330.0
2023-08-25,D1003,6.0,60.0
2023-08-26,A1001,1.0,167.0
2023-08-26,A1002,3.0,300.0
2023-08-26,A1004,2.0,278.0
2023-08-26,A1034,1.0,350.0
2023-08-26,B1002,12.0,240.0
2023-08-26,B1003,22.0,330.0
2023-08-26,D1003,12.0,120.0
2023-08-27,A1001,1.0,167.0
2023-08-27,A1002,3.0,272.0
2023-08-27,A1004,3.0,349.0
2023-08-27,A1034,3.0,923.0
2023-08-27,B1002,10.0,209.0
2023-08-27,B1003,18.0,275.0
2023-08-27,D1003,8.0,75.0
2023-08-28,A1001,1.0,167.0
2023-08-28,A1002,3.0,300.0
2023-08-28,A1004,3.0,417.0
2023-08-28,A1034,3.0,1050.0
2023-08-28,B1002,12.0,240.0
2023-08-28,B1003,17.0,255.0
2023-08-28,D1003,9.0,90.0
2023-08-29,A1001,2.0,300.0
2023-08-29,A1002,2.0,200.0
2023-08-29,A1004,3.0,417.0
2023-08-29,A1034,1.0,350.0
2023-08-29,B1002,14.0,280.0
2023-08-29,B1003,21.0,315.0
2023-08-29,D1003,8.0,80.0
2023-08-30,A1001,1.0,150.0
2023-08-30,A1002,2.0,200.0
2023-08-30,A1004,1.0,139.0
2023-08-30,A1034,2.0,700.0
2023-08-30,B1002,6.0,120.0
2023-08-30,B1003,19.0,285.0
2023-08-30,D1003,8.0,75.0
2023-08-31,A1001,1.0,150.0
2023-08-31,A1002,3.0,272.0
2023-08-31,A1004,3.0,417.0
2023-08-31,A1034,5.0,1750.0
2023-08-31,B1002,14.0,280.0
2023-08-31,B1003,25.0,375.0
2023-08-31,D1003,17.0,170.0
2023-09-01,A1001,3.0,450.0
2023-09-01,A1002,5.0,500.0
2023-09-01,A1004,3.0,417.0
2023-09-01,A1034,8.0,2800.0
2023-09-01,B1002,21.0,420.0
2023-09-01,B1003,32.0,480.0
2023-09-01,D1003,17.0,170.0
2023-09-02,A1001,1.0,167.0
2023-09-02,A1002,5.0,500.0
2023-09-02,A1004,1.0,139.0
2023-09-02,A1034,2.0,700.0
2023-09-02,B1002,5.0,100.0
2023-09-02,B1003,13.0,195.0
2023-09-02,D1003,6.0,60.0
2023-09-03,A1001,1.0,167.0
2023-09-03,A1002,3.0,272.0
2023-09-03,A1004,3.0,349.0
2023-09-03,A1034,3.0,923.0
2023-09-03,B1002,10.0,209.0
2023-09-03,B1003,18.0,275.0
2023-09-03,D1003,8.0,75.0
2023-09-04,A1001,2.0,300.0
2023-09-04,A1002,4.0,400.0
2023-09-04,A1004,4.0,556.0
2023-09-04,A1034,3.0,1050.0
2023-09-04,B1002,10.0,200.0
2023-09-04,B1003,24.0,360.0
2023-09-04,D1003,11.0,110.0
2023-09-05,A1001,2.0,300.0
2023-09-05,A1002,3.0,300.0
2023-09-05,A1004,2.0,278.0
2023-09-05,A1034,4.0,1400.0
2023-09-05,B1002,12.0,240.0
2023-09-05,B1003,21.0,315.0
2023-09-05,D1003,6.0,60.0
2023-09-06,A1001,4.0,600.0
2023-09-06,A1002,6.0,600.0
2023-09-06,A1004,3.0,417.0
2023-09-06,A1034,3.0,923.0
2023-09-06,B1002,14.0,280.0
2023-09-06,B1003,22.0,330.0
2023-09-06,D1003,12.0,120.0
2023-09-07,A1001,1.0,167.0
2023-09-07,A1002,5.0,500.0
2023-09-07,A1004,1.0,139.0
2023-09-07,A1034,3.0,1050.0
2023-09-07,B1002,15.0,300.0
2023-09-07,B1003,22.0,330.0
2023-09-07,D1003,7.0,70.0
2023-09-08,A1001,1.0,150.0
2023-09-08,A1002,2.0,200.0
2023-09-08,A1004,2.0,278.0
2023-09-08,A1034,3.0,1050.0
2023-09-08,B1002,6.0,120.0
2023-09-08,B1003,20.0,300.0
2023-09-08,D1003,8.0,75.0
2023-09-09,A1001,1.0,167.0
2023-09-09,A1002,2.0,200.0
2023-09-09,A1004,3.0,349.0
2023-09-09,A1034,3.0,923.0
2023-09-09,B1002,9.0,180.0
2023-09-09,B1003,15.0,225.0
2023-09-09,D1003,7.0,70.0
2023-09-10,A1001,1.0,167.0
2023-09-10,A1002,3.0,272.0
2023-09-10,A1004,3.0,349.0
2023-09-10,A1034,3.0,923.0
2023-09-10,B1002,10.0,209.0
2023-09-10,B1003,18.0,275.0
2023-09-10,D1003,8.0,75.0
2023-09-11,A1001,1.0,167.0
2023-09-11,A1002,6.0,600.0
2023-09-11,A1004,5.0,695.0
2023-09-11,A1034,3.0,923.0
2023-09-11,B1002,23.0,460.0
2023-09-11,B1003,26.0,390.0
2023-09-11,D1003,10.0,100.0
2023-09-12,A1001,1.0,150.0
2023-09-12,A1002,3.0,272.0
2023-09-12,A1004,3.0,417.0
2023-09-12,A1034,4.0,1400.0
2023-09-12,B1002,9.0,180.0
2023-09-12,B1003,22.0,330.0
2023-09-12,D1003,12.0,120.0
2023-09-13,A1001,1.0,167.0
2023-09-13,A1002,3.0,300.0
2023-09-13,A1004,2.0,278.0
2023-09-13,A1034,3.0,1050.0
2023-09-13,B1002,12.0,240.0
2023-09-13,B1003,18.0,270.0
2023-09-13,D1003,5.0,50.0
2023-09-14,A1001,1.0,150.0
2023-09-14,A1002,3.0,300.0
2023-09-14,A1004,1.0,139.0
2023-09-14,A1034,3.0,923.0
